product_url,name,body,image,article,price,price_old,vendor,amount,folder,country,no_country
https://www.gulliver.ru/products/laser-battle-hunters-lazernye-boevye-ohotniki-33298c2b,Laser Battle Hunters Лазерные Боевые Охотники,"<div align=""justify"">Laser Battle Hunters Лазерные боевые охотники – участвуйте в захватывающем бою! </br></br>Манёвренные машинки легко увиливают от противника и преследуют его. Световые эффекты и имитация выстрелов придают игре динамичность. Машинка может ездить во всех направлениях: влево/право (боком), вперед/назад, по диагонали, вращаться на месте. </br></br>Особое строение колес, состоящее из диагональных прорезиненных роликов, позволяет ловко перемещаться, эффектно дрифтовать и преодолевать неровности. Два режима «outdoor» и «indoor» позволяют ездить не только дома, но и на улице. </br></br>Специальный автономный режим превращает вторую машинку в соперника, что позволяет вести бой одному. Машинка самостоятельно атакует, увиливает и прячется в течение одной минуты. Или синхронизируйте до 8 Лазерных боевых охотников и играйте все вместе! </br></br>Подходит для детей от 5-ти лет. Выполнены из прочного АБС-пластика. Машинки управляются с помощью пульта радиоуправления. Товар сертифицирован. </br></br>В наборе: Машинка - Боевой Лазерный Охотник – 2 шт., пульт управления – 2 шт., набор наклеек для машинок – 1 шт. Необходимы батарейки АА: для одной машинки – 5 шт., для одного пульта – 2 шт. В комплект не входят! Размер коробки: 44,45х12,7х30,48 см. Размер одной машинки: 21,8х16х12,5 см. </br></br>Не используется лазер. Инфракрасный луч не виден. </br>Управление осуществляется с радиоуправляемого пульта;</br>Наличие подвижных роликов в колесах – с легкостью преодолевает неровности, можно двигаться боком и эффектно дрифтовать;</br>Круговое вращение на месте;</br>Быстрый и маневренный;</br>Для дома и улицы;</br>Звуковые эффекты: звук включения, выстрелов, поражения;</br>Световые эффекты: загораются индикаторы жизни и дуло;</br>Работает от батареек (батарейки в набор не включены);</br>Выполнены из прочного АБС-пластика;</br>Автономный режим работы танка для ведения боя одному.</br></br>Производитель: Китай. Товар сертифицирован</div>","https://cdn3.gulliver-toys.ru/33298C2B/1070c1295/1.jpg,https://cdn3.gulliver-toys.ru/33298C2B/1070c1295/2.jpg,https://cdn3.gulliver-toys.ru/33298C2B/1070c1295/4.jpg,https://cdn3.gulliver-toys.ru/33298C2B/1070c1295/5.jpg",33298C2B,74000,,Laser Battle Hunters,2222,Hub,</br>Производитель: Китай. Товар сертифицирован,False
https://www.gulliver.ru/products/geomeka-leokan-324001,Геомека Леокан,"<div align=""justify"">Леокан – это высокотехнологичный робот, который сочетает в себе ловкость и дикую натуру Льва. Однако из-за гордой натуры Леокан почти ни с кем не разговаривает, кроме Теда.</br>В комплект входят: </br>1 робот-трансформер</br>1 копье</br>1 щит</br></br>Производитель: Вьетнам. Товар сертифицирован</div>","https://cdn3.gulliver-toys.ru/324001/1070c1295/1.jpg,https://cdn3.gulliver-toys.ru/324001/1070c1295/2.jpg,https://cdn3.gulliver-toys.ru/324001/1070c1295/3.jpg,https://cdn3.gulliver-toys.ru/324001/1070c1295/4.jpg",324001,31100,,Geomecha,2222,Hub,</br>Производитель: Вьетнам. Товар сертифицирован,True
https://www.gulliver.ru/products/geomeka-mini-kayman-324008,Геомека Мини Кайман,"<div align=""justify"">Геомека Кайман - высокотехнологичный робот, имитирующий рефлексы и свирепость крокодила. Кайман очень любит красиво выражаться и лелеет мечту однажды стать драконом.</br>В комплект входят: </br>1 мини робот-трансформер</br>1 мини щит</br>1 мини базука</br></br>Производитель: Вьетнам. Товар сертифицирован</div>","https://cdn3.gulliver-toys.ru/324008/1070c1295/1.jpg,https://cdn3.gulliver-toys.ru/324008/1070c1295/2.jpg,https://cdn3.gulliver-toys.ru/324008/1070c1295/3.jpg,https://cdn3.gulliver-toys.ru/324008/1070c1295/4.jpg",324008,10900,,Geomecha,2222,Hub,</br>Производитель: Вьетнам. Товар сертифицирован,True
https://www.gulliver.ru/products/geomeka-kayman-324002,Геомека Кайман,"<div align=""justify"">Геомека Кайман - высокотехнологичный робот, имитирующий рефлексы и свирепость крокодила. Кайман очень любит красиво выражаться и лелеет мечту однажды стать драконом.</br>В комплект входят: </br>1 робот-трансформер</br>1 базука</br>2 реактивных снаряда</br>1 щит</br></br>Производитель: Вьетнам. Товар сертифицирован</div>","https://cdn3.gulliver-toys.ru/324002/1070c1295/1.jpg,https://cdn3.gulliver-toys.ru/324002/1070c1295/2.jpg,https://cdn3.gulliver-toys.ru/324002/1070c1295/3.jpg,https://cdn3.gulliver-toys.ru/324002/1070c1295/4.jpg",324002,31100,,Geomecha,2222,Hub,</br>Производитель: Вьетнам. Товар сертифицирован,True
